univ_id,year,province,univ_type,ai_adopt,strat_gov,org_learn,dig_cap,univ_scale,fin_invest,prof_ratio
10054,2023,21,1,4.7493,4.7901,4.5167,4.8942,10.1348,13.2411,0.5437
10054,2024,21,1,5,4.605,4.3227,4.9415,10.2752,11.3058,0.5542
10054,2025,21,1,4.6923,4.8125,4.9681,5,10.1008,12.2611,0.5376
10055,2020,22,2,4.0308,4.0524,3.477,4.3383,9.6989,9.2435,0.3815
10055,2021,22,2,3.2637,4.1466,3.8915,4.7291,9.6387,10.4914,0.3986
10055,2022,22,2,4.1204,4.144,3.796,4.1526,9.5297,11.4835,0.3951
10055,2023,22,2,3.7285,3.9942,3.8865,4.9148,9.6876,10.1947,0.4191
10055,2024,22,2,4.4571,4.414,4.3765,5,9.7059,11.4008,0.3901
10055,2025,22,2,4.4993,4.6424,4.3172,4.7147,9.78,10.9516,0.417
10056,2020,21,2,3.1149,3.7331,3.6836,4.6499,9.6845,11.3975,0.4567
10056,2021,21,2,4.2664,4.0106,3.6866,4.6941,9.5161,13.6997,0.4148
10056,2022,21,2,4.2817,4.0669,4.0153,4.831,9.8279,13.1963,0.4482
10056,2023,21,2,4.1283,4.2702,3.4977,4.9805,9.6946,13.1288,0.4484
10056,2024,21,2,3.9993,4.6811,4.7164,5,9.6066,13.6564,0.4713
10056,2025,21,2,4.4103,4.6777,4.0576,5,9.7462,15.359,0.4422
10057,2020,19,2,3.7368,3.5604,3.4984,4.2109,9.7563,7.8652,0.4492
10057,2021,19,2,3.7726,3.6718,3.2887,4.4903,9.7283,7.8188,0.4569
10057,2022,19,2,4.2528,4.1049,3.9357,4.5044,9.753,8.6241,0.4344
10057,2023,19,2,3.9462,4.2126,3.5011,4.3742,9.5792,7.8252,0.47
10057,2024,19,2,4.1215,3.9065,4.3825,4.9684,9.7557,8.3489,0.4459
10057,2025,19,2,4.9252,4.6014,4.3629,5,9.5877,7.7418,0.465
10058,2020,23,3,3.4351,3.343,2.9411,3.97,9.369,10.6891,0.4319
10058,2021,23,3,2.6291,3.8589,3.2124,4.1472,9.4177,9.9852,0.4032
10058,2022,23,3,3.8474,3.5318,3.1008,4.1145,9.3612,10.3617,0.4363
10058,2023,23,3,3.5245,4.1455,4.05,3.8548,9.4687,10.9872,0.4279
10058,2024,23,3,4.1903,4.3726,3.874,5,9.5366,10.7761,0.4349
10058,2025,23,3,4.4748,4.171,3.9974,4.7807,9.3501,11.5634,0.4265
10059,2020,14,2,3.6271,4.0425,3.6405,4.4053,9.9241,12.6985,0.4963
10059,2021,14,2,4.0334,4.1549,4.0627,4.1742,9.8764,14.0545,0.4699
10059,2022,14,2,3.9845,4.1314,3.6185,4.7949,9.8941,14.4503,0.4603
10059,2023,14,2,4.4401,4.7035,4.4476,4.9858,10.0509,14.4802,0.4261
10059,2024,14,2,4.5398,4.2269,4.1701,5,10.2915,15.0303,0.4508
10059,2025,14,2,4.229,5,4.6395,5,10.0763,14.496,0.4349
10060,2020,16,3,3.1669,3.0646,3.4191,4.4283,10.4299,8.0357,0.46
10060,2021,16,3,3.5401,3.8661,3.5004,4.0419,10.5681,7.4958,0.4525
10060,2022,16,3,3.6493,3.7079,3.5036,3.6521,10.2362,8.3939,0.4479
10060,2023,16,3,3.626,3.9894,4.0667,4.4107,10.3198,9.2567,0.4579
10060,2024,16,3,3.8388,3.8695,3.5534,4.7919,10.2732,9.7729,0.4521
10060,2025,16,3,4.2582,4.2166,4.0838,5,10.3829,9.1322,0.4677
10061,2020,25,3,2.8602,3.2812,2.9928,3.3801,8.07,7.9749,0.4483
10061,2021,25,3,2.8388,3.2843,3.0635,3.9412,8.0242,7.9903,0.4309
10061,2022,25,3,3.507,3.3502,3.1418,4.0345,8.2557,8.0859,0.4276
10061,2023,25,3,3.4959,3.4654,3.5648,4.4062,8.0157,9.4797,0.4164
10061,2024,25,3,3.7436,3.6638,3.7472,4.3176,8.2189,8.5955,0.4185
10061,2025,25,3,3.7039,3.5727,3.7506,4.5427,8.2036,8.9149,0.447
10062,2020,8,2,3.3474,3.3263,3.4265,3.9915,8.1224,10.7642,0.5683
10062,2021,8,2,3.0152,3.8198,3.8629,3.8726,8.1889,11.1354,0.5817
10062,2022,8,2,3.8239,4.1514,3.2236,3.6606,8.0732,11.9921,0.5619
10062,2023,8,2,3.048,4.4976,3.9546,4.6769,8.231,11.728,0.581
10062,2024,8,2,4.0071,4.2772,4.0157,5,8.2637,10.9455,0.6039
10062,2025,8,2,3.9911,4.3916,3.9859,4.8765,8.2642,11.4564,0.5845
10063,2020,26,2,3.4994,3.8779,3.3194,4.4895,9.3772,15.7387,0.4479
10063,2021,26,2,4.1738,4.1807,4.2224,3.8979,9.5059,15.4359,0.4617
10063,2022,26,2,3.7205,4.4314,4.2961,4.4429,9.4334,15.6484,0.4018
10063,2023,26,2,4.2783,4.4628,4.0175,5,9.4268,15.5214,0.4673
10063,2024,26,2,4.3365,4.5068,4.3206,4.9352,9.515,17.6525,0.4492
10063,2025,26,2,4.8733,4.5887,3.9637,5,9.4232,15.3209,0.4638
10064,2020,30,2,3.5028,4.0988,3.6611,4.5662,9.4109,15.2599,0.4771
10064,2021,30,2,3.9957,3.8082,3.5545,4.7446,9.37,13.9647,0.4581
10064,2022,30,2,3.9367,3.8475,4.2828,5,9.1403,13.1028,0.439
10064,2023,30,2,4.5212,3.994,3.8782,4.766,9.3732,15.1745,0.4661
10064,2024,30,2,4.8856,4.6541,4.4018,5,9.3335,15.1247,0.4772
10064,2025,30,2,4.465,4.496,4.1699,5,9.5413,15.017,0.4645
10065,2020,16,2,3.5389,3.6079,3.9626,4.7271,9.8948,12.5045,0.3898
10065,2021,16,2,3.218,4.0018,3.3984,4.0508,9.9111,11.2625,0.4022
10065,2022,16,2,4.4297,4.3378,4.2361,5,10.0409,13.9157,0.411
10065,2023,16,2,4.2711,4.393,4.0321,4.9649,9.7105,12.535,0.4333
10065,2024,16,2,4.1977,4.675,4.2355,5,9.8959,13.0526,0.3768
10065,2025,16,2,4.4018,4.6728,4.3619,5,10.0532,14.6793,0.4165
10066,2020,5,2,3.0969,3.8371,2.9128,4.6146,9.706,11.455,0.4242
10066,2021,5,2,3.6279,3.7628,3.891,4.8215,9.5935,10.4786,0.4284
10066,2022,5,2,3.8979,4.2845,3.5645,5,9.7444,11.7544,0.4013
10066,2023,5,2,3.7566,4.3464,3.5779,4.8552,9.5876,11.8272,0.4432
10066,2024,5,2,4.4917,4.2261,4.5532,4.5672,9.6674,11.2745,0.4538
10066,2025,5,2,4.8038,4.5001,4.4043,4.5085,9.6733,11.211,0.4341
10067,2020,28,2,3.6275,3.7541,3.1515,4.6033,9.3779,12.7435,0.4422
10067,2021,28,2,4.1488,3.9915,3.5328,4.313,9.4028,10.9973,0.4575
10067,2022,28,2,3.6307,3.8612,3.8777,4.3902,9.5559,11.4713,0.434
10067,2023,28,2,4.0091,4.3017,4.3353,4.9071,9.477,12.3565,0.4526
10067,2024,28,2,4.4786,4.183,4.235,5,9.3544,13.7669,0.439
10067,2025,28,2,4.5844,4.5349,4.4304,4.8919,9.6203,14.4343,0.4503
10068,2020,2,2,4.1243,3.6133,3.5144,5,10.1823,11.9446,0.4579
10068,2021,2,2,3.9241,4.0805,3.8555,4.3004,10.1456,11.573,0.4559
10068,2022,2,2,3.8432,3.9305,4.1803,5,10.0738,11.0157,0.4758
10068,2023,2,2,3.815,4.0311,4.2417,4.9553,10.0987,10.5544,0.458
10068,2024,2,2,4.5975,4.3573,4.0998,5,10.1392,12.7214,0.4606
10068,2025,2,2,4.1871,4.4052,4.6268,4.7362,10.181,12.2715,0.4741
10069,2020,8,2,4.017,4.0752,3.4985,4.2534,11.085,7.649,0.4488
10069,2021,8,2,3.6065,3.748,3.8875,4.6241,11.388,9.8051,0.4683
10069,2022,8,2,3.9141,4.5143,4.0633,5,11.1893,9.3352,0.4278
10069,2023,8,2,4.5754,4.6318,3.6959,5,11.3682,9.6016,0.448
10069,2024,8,2,4.5967,4.2869,4.5521,5,11.3956,9.58,0.4669
10069,2025,8,2,4.7373,4.3765,4.6237,5,11.2158,9.3193,0.4703
10070,2020,21,2,3.113,3.8218,3.6544,4.3708,9.9292,14.27,0.5186
10070,2021,21,2,4.2029,3.9484,3.4913,4.5878,9.9006,14.9227,0.5058
10070,2022,21,2,4.3147,4.3326,4.1431,4.6161,10.0721,12.9547,0.5025
10070,2023,21,2,4.4414,3.9545,4.0972,4.7858,10.0251,15.4326,0.4815
10070,2024,21,2,4.926,4.689,4.279,4.8821,9.9208,14.3821,0.4956
10070,2025,21,2,4.9758,4.6313,4.2228,5,10.1006,15.3434,0.5244
10071,2020,1,1,4.0617,4.2342,4.3631,4.9355,10.6494,11.8268,0.6383
10071,2021,1,1,4.378,4.2306,4.2219,5,10.7553,13.8138,0.6238
10071,2022,1,1,4.6596,4.1343,4.3896,4.9109,10.6667,14.799,0.605
10071,2023,1,1,4.4567,4.7604,4.2589,5,10.4766,13.5345,0.6199
10071,2024,1,1,4.9502,5,4.4151,5,10.6465,13.6043,0.6239
10071,2025,1,1,5,4.9898,4.7256,5,10.6648,14.9034,0.6507
10072,2020,4,3,3.5474,3.3315,3.2648,3.7513,9.0463,9.1985,0.388
10072,2021,4,3,3.556,3.4084,3.3562,4.4281,9.232,8.8256,0.3533
10072,2022,4,3,3.3914,3.2839,3.4261,3.8204,9.1092,10.0068,0.3703
10072,2023,4,3,4.1622,4.0084,3.5644,3.5655,9.1302,9.1907,0.3612
10072,2024,4,3,3.6844,3.8263,3.6511,4.7741,9.0689,10.123,0.3656
10072,2025,4,3,4.4492,3.7558,3.5395,4.3725,9.1531,8.8547,0.3516
10073,2020,30,3,2.7799,3.1339,3.2197,3.7356,9.2502,3.9331,0.3727
10073,2021,30,3,3.107,3.4208,3.5389,2.9929,9.427,6.3489,0.3745
10073,2022,30,3,2.9756,3.1787,3.4237,3.8518,9.3798,4.9559,0.371
10073,2023,30,3,3.095,3.0382,3.5489,4.2499,9.382,5.386,0.3859
10073,2024,30,3,3.8011,3.8529,3.8164,4.6376,9.3874,5.9657,0.3764
10073,2025,30,3,4.061,3.8916,4.0354,4.7396,9.2289,6.7231,0.3856
10074,2020,25,2,3.7961,4.2479,3.524,3.903,8.8886,12.3928,0.4989
10074,2021,25,2,3.4554,3.9184,3.4442,4.3387,8.8825,12.9975,0.4867
10074,2022,25,2,3.9191,4.1566,3.8713,4.5293,8.8673,12.8872,0.5143
10074,2023,25,2,3.9091,3.9928,4.547,4.6225,8.9817,13.532,0.4906
10074,2024,25,2,4.1266,4.1941,4.1154,5,9.0483,13.8326,0.5116
10074,2025,25,2,4.4838,4.4489,4.0179,5,8.7669,14.1457,0.4781
10075,2020,3,3,3.4892,3.3747,3.0313,3.2818,9.0951,5.1648,0.3935
10075,2021,3,3,3.3809,3.233,3.0995,3.8755,9.0212,6.3324,0.3764
10075,2022,3,3,3.6809,3.2163,3.7649,3.5895,8.9322,8.3216,0.3866
10075,2023,3,3,3.8395,4.0204,3.7882,4.5132,9.0308,5.6441,0.3733
10075,2024,3,3,3.908,3.6487,3.799,4.4691,9.112,4.943,0.3845
10075,2025,3,3,3.8676,3.8078,3.8116,4.7534,9.0143,6.6356,0.3896
10076,2020,25,3,2.6298,3.514,3.2757,3.545,8.6186,10.7634,0.3705
10076,2021,25,3,3.6748,3.6318,3.2001,4.2634,8.613,11.3754,0.3947
10076,2022,25,3,3.5724,3.3884,3.5578,4.1141,8.6201,10.2963,0.3799
10076,2023,25,3,3.5676,3.7178,3.4342,4.32,8.5095,11.4116,0.4104
10076,2024,25,3,3.8687,3.9418,3.8181,4.1452,8.6777,12.0407,0.3747
10076,2025,25,3,3.6917,3.8373,3.7339,5,8.6679,10.8254,0.3771
10077,2020,28,3,3.2013,3.3451,3.4175,3.9615,8.8452,10.2011,0.4532
10077,2021,28,3,3.6438,3.7285,3.4923,3.8104,8.975,11.3792,0.4208
10077,2022,28,3,3.6207,4.1698,3.1923,3.8086,8.8332,11.675,0.4658
10077,2023,28,3,3.7256,3.8832,3.3606,4.7258,8.7237,9.8221,0.4603
10077,2024,28,3,3.8645,3.985,4.2468,3.943,8.8952,11.614,0.4444
10077,2025,28,3,3.9474,3.7853,3.6107,4.7164,8.9407,9.8811,0.4401
10078,2020,29,1,4.3032,4.2547,3.7529,4.5271,10.7107,13.3027,0.5837
10078,2021,29,1,4.1093,4.462,3.9471,5,10.5009,12.8417,0.6291
10078,2022,29,1,4.7371,4.9319,4.2229,5,10.4385,13.4914,0.6219
10078,2023,29,1,4.4153,4.6269,4.2246,4.9614,10.56,16.2595,0.6092
10078,2024,29,1,4.9416,4.33,4.4904,5,10.6084,14.9212,0.6147
10078,2025,29,1,4.9969,4.8026,4.9714,5,10.5299,14.7247,0.6099
10079,2020,5,2,3.5293,3.6224,3.7672,4.258,9.8583,10.3677,0.491
10079,2021,5,2,3.7031,4.1884,3.9586,4.388,9.6642,11.6744,0.5257
10079,2022,5,2,4.2048,3.9681,4.028,4.54,9.9107,10.5677,0.5073
10079,2023,5,2,4.1186,4.3437,4.1204,4.8182,10.0697,11.8922,0.5198
10079,2024,5,2,4.1234,4.337,4.0785,5,9.9068,13.4943,0.5061
10079,2025,5,2,4.8342,4.8582,4.4399,4.9657,9.9776,11.7039,0.5028
10080,2020,4,2,3.665,4.2546,3.3684,4.5244,10.9282,11.2258,0.3972
10080,2021,4,2,4.0967,4.2597,3.6963,4.0355,11.0482,10.9475,0.4158
10080,2022,4,2,4.0255,4.0952,4.0331,4.5659,10.8627,11.1842,0.384
10080,2023,4,2,3.9264,4.1241,4.1651,5,11.0118,12.4141,0.3878
10080,2024,4,2,4.7058,4.0429,4.0147,5,10.9768,11.1406,0.3759
10080,2025,4,2,5,4.7539,4.28,5,10.8984,12.2729,0.3909
10081,2020,26,3,2.9655,3.7076,2.7763,3.825,8.5464,8.9163,0.2854
10081,2021,26,3,3.4754,3.4061,3.3937,3.7667,8.6399,10.3558,0.2906
10081,2022,26,3,3.8087,3.0414,3.7381,3.8639,8.671,8.6596,0.2996
10081,2023,26,3,3.5476,3.1487,3.8159,3.6392,8.6685,9.2782,0.2947
10081,2024,26,3,4.021,4.0427,3.7134,4.4653,8.5514,9.515,0.3099
10081,2025,26,3,4.5254,4.3753,4.1218,4.9506,8.8196,8.8136,0.2904
10082,2020,6,1,4.1155,4.4848,3.9112,5,10.7757,16.067,0.5351
10082,2021,6,1,5,5,4.0738,5,10.565,17.7324,0.4937
10082,2022,6,1,4.651,4.6944,4.6022,5,10.7321,18.5247,0.5241
10082,2023,6,1,4.9923,5,5,5,10.6875,18.2772,0.5414
10082,2024,6,1,5,5,4.6981,5,10.865,18.3595,0.5083
10082,2025,6,1,4.9493,5,4.9446,5,10.7968,18.7099,0.5566
10083,2020,6,2,3.2737,3.8584,3.9775,4.702,10.1557,13.5588,0.4576
10083,2021,6,2,3.815,4.1856,4.1829,4.8811,10.1677,14.1843,0.4718
10083,2022,6,2,3.8986,3.9784,3.528,4.5241,10.1422,12.908,0.4568
10083,2023,6,2,3.987,4.3151,4.2814,4.8745,10.1784,14.122,0.4632
10083,2024,6,2,4.8529,3.9017,3.7664,5,10.0995,13.1048,0.4844
10083,2025,6,2,4.9593,4.6144,4.0962,5,10.1981,15.3743,0.5182
10084,2020,12,1,3.7772,4.7711,4.1822,4.7685,9.8651,14.8602,0.4662
10084,2021,12,1,3.7495,4.5143,3.8326,5,10.0343,12.8518,0.448
10084,2022,12,1,5,4.3719,4.337,5,10.053,15.2802,0.4337
10084,2023,12,1,4.5388,4.7972,4.4075,5,10.0928,14.6586,0.4758
10084,2024,12,1,4.8658,4.9801,4.619,5,9.9478,14.9596,0.4902
10084,2025,12,1,4.4661,5,4.9827,5,9.9507,15.8609,0.4777
10085,2020,30,2,3.7043,3.9138,3.4345,3.9383,8.5339,14.4641,0.4153
10085,2021,30,2,3.658,3.7853,3.7394,4.0894,8.7853,13.3825,0.45
10085,2022,30,2,3.978,3.8052,4.1041,4.6024,8.608,13.3792,0.4103
10085,2023,30,2,4.0806,3.8551,4.5857,5,8.7158,13.092,0.4569
10085,2024,30,2,4.9422,4.3099,4.2913,4.8569,8.7941,13.2641,0.4543
10085,2025,30,2,4.3389,4.378,4.0901,5,8.5718,15.7107,0.485
10086,2020,26,2,3.9423,3.7831,3.2651,4.7549,9.8814,12.4733,0.4532
10086,2021,26,2,4.0302,3.8978,3.6627,4.2418,9.8454,12.8627,0.4752
10086,2022,26,2,3.695,4.4271,3.803,5,9.9219,12.4599,0.4641
10086,2023,26,2,4.469,4.6055,3.7672,4.7406,9.765,13.993,0.4462
10086,2024,26,2,3.6494,4.3369,3.9222,4.9547,9.9543,14.0875,0.4608
10086,2025,26,2,4.667,4.6018,3.9198,5,9.8853,13.0166,0.4427
10087,2020,16,2,3.4376,4.1123,3.8864,4.7787,9.3594,14.0819,0.5236
10087,2021,16,2,4.1574,4.2099,3.4228,4.9789,9.3261,14.3923,0.4923
10087,2022,16,2,3.8052,4.1666,3.4582,4.835,9.3321,15.6297,0.4575
10087,2023,16,2,3.7597,4.1085,4.3222,5,9.5149,15.1805,0.488
10087,2024,16,2,4.4835,4.5744,4.1676,5,9.5011,15.5443,0.4841
10087,2025,16,2,4.8597,4.6744,3.9339,4.9058,9.3197,16.9724,0.5216
10088,2020,21,3,3.5375,3.6203,3.5612,4.2782,9.9917,9.8403,0.3351
10088,2021,21,3,3.5172,3.5695,3.3132,4.6883,9.9947,11.7654,0.3381
10088,2022,21,3,3.9374,3.5305,3.3859,4.4508,9.8716,10.7791,0.3462
10088,2023,21,3,3.6183,3.8968,3.7646,4.7629,9.874,12.1868,0.3502
10088,2024,21,3,4.4432,3.8604,4.0641,4.645,10.0238,11.0811,0.3849
10088,2025,21,3,3.8259,4.2548,4.0153,4.8032,10.1065,12.5255,0.3643
10089,2020,15,2,3.6474,3.5053,3.4209,4.1081,10.0569,11.2133,0.3915
10089,2021,15,2,3.3349,3.7287,3.5423,4.5662,10.2171,11.7619,0.398
10089,2022,15,2,4.2596,4.4395,4.3185,4.9851,10.0269,11.2201,0.371
10089,2023,15,2,4.6578,3.8437,3.9308,4.6008,10.2319,12.5694,0.3763
10089,2024,15,2,4.3713,4.4631,4.4432,5,10.0256,11.2038,0.4029
10089,2025,15,2,4.6166,4.13,3.8601,5,10.1845,13.0052,0.3881
10090,2020,2,2,3.7259,3.993,4.0114,4.4089,9.8574,11.0912,0.4144
10090,2021,2,2,3.9911,4.2751,3.7694,4.5753,9.8006,12.4214,0.4025
10090,2022,2,2,4.2405,4.3055,3.9614,4.3936,9.9289,12.3512,0.4101
10090,2023,2,2,4.4031,4.0734,4.4121,5,9.7597,13.1934,0.4129
10090,2024,2,2,4.2558,4.6882,4.2481,5,9.9289,14.1735,0.4146
10090,2025,2,2,4.4399,4.8766,4.291,5,9.7874,13.8334,0.4007
10091,2020,5,3,3.1849,3.7922,3.202,4.0829,8.8661,8.5436,0.4139
10091,2021,5,3,2.8798,3.1287,3.7059,3.9943,8.8965,5.7358,0.4336
10091,2022,5,3,4.0056,3.4313,3.3695,4.0679,8.989,9.5868,0.413
10091,2023,5,3,3.2536,4.1026,3.4436,3.9164,8.8869,9.4529,0.3958
10091,2024,5,3,4.5449,4.4986,3.6781,4.532,9.0593,10.1218,0.4099
10091,2025,5,3,3.5556,3.8505,3.7631,4.6939,8.918,9.256,0.4221
10092,2020,15,3,2.8372,3.4758,3.1293,3.7394,8.0843,8.9777,0.3721
10092,2021,15,3,2.8564,3.4647,2.86,3.7738,8.2371,9.4081,0.3442
10092,2022,15,3,3.5092,3.7723,3.4947,4.0789,8.0521,10.5853,0.3642
10092,2023,15,3,3.2589,3.6574,3.9022,4.1182,8.2776,9.5119,0.3779
10092,2024,15,3,4.2536,4.0784,3.85,4.4836,8.1743,9.5864,0.3425
10092,2025,15,3,3.7849,4.0684,3.9499,4.3813,8.2751,11.1499,0.3674
10093,2020,25,3,3.6753,3.1961,3.0889,3.9237,9.2841,12.8911,0.4031
10093,2021,25,3,3.7881,3.4359,2.9813,4.1391,9.0209,10.7982,0.3949
10093,2022,25,3,3.6054,3.2753,3.2386,4.2248,9.2048,10.9131,0.3752
10093,2023,25,3,4.1529,3.7152,3.4719,4.1552,9.2705,10.1129,0.4128
10093,2024,25,3,3.7371,3.9276,3.5308,4.7334,9.2711,11.4067,0.4176
10093,2025,25,3,4.7307,4.3988,3.9776,4.5955,9.223,9.0049,0.3762
10094,2020,16,2,3.4446,4.2116,3.7072,4.4755,9.397,16.3867,0.4631
10094,2021,16,2,3.5693,4.0472,3.8683,4.1821,9.5788,15.0685,0.4721
10094,2022,16,2,4.0443,4.1121,4.411,5,9.3188,15.5801,0.4537
10094,2023,16,2,4.2088,4.4673,4.0559,5,9.5132,16.8443,0.4439
10094,2024,16,2,4.4306,4.7508,4.4782,5,9.3281,17.1472,0.4534
10094,2025,16,2,4.2642,4.848,4.2256,5,9.4573,16.3368,0.4512
10095,2020,28,2,3.0202,3.6564,3.4016,3.5087,10.4258,7.1786,0.3942
10095,2021,28,2,3.9521,3.3979,3.5892,4.1622,10.376,5.4383,0.3842
10095,2022,28,2,4.2094,4.0977,4.2869,4.1173,10.319,5.0393,0.3922
10095,2023,28,2,3.6332,4.2666,3.801,4.6812,10.3172,7.0809,0.4175
10095,2024,28,2,3.528,4.5162,4.1406,4.3154,10.4958,7.1599,0.4098
10095,2025,28,2,4.1099,4.3108,3.9349,5,10.3609,7.2563,0.4358
10096,2020,11,2,3.704,4.232,3.6929,4.0713,10.0409,11.3069,0.4383
10096,2021,11,2,3.3638,4.1591,3.782,4.259,10.0304,12.1868,0.416
10096,2022,11,2,4.3188,4.071,3.6917,4.9031,10.2239,10.9244,0.4489
10096,2023,11,2,4.0802,4.5118,3.6225,4.5939,10.2152,12.3923,0.4154
10096,2024,11,2,4.0175,4.5614,4.0729,5,10.1372,12.2269,0.4167
10096,2025,11,2,4.6924,4.7096,4.2555,5,10.1469,12.2322,0.4021
10097,2020,24,3,3.6937,3.9321,3.7593,4.2474,8.5243,13.1293,0.4154
10097,2021,24,3,3.3158,3.5719,3.434,4.4368,8.6436,15.7236,0.452
10097,2022,24,3,4.4495,3.806,3.3779,4.652,8.3598,16.2496,0.4441
10097,2023,24,3,3.7867,3.8092,3.5437,4.6319,8.6439,15.9604,0.4362
10097,2024,24,3,3.7717,4.261,4.2503,4.7672,8.7909,14.7536,0.4141
10097,2025,24,3,3.6561,3.9857,4.0746,4.9028,8.6711,15.3039,0.4312
10098,2020,28,1,4.0504,4.0717,4.2351,4.9427,9.545,12.9737,0.5485
10098,2021,28,1,4.4076,4.3546,3.9645,4.482,9.4053,13.7575,0.5222
10098,2022,28,1,4.7254,5,4.5604,5,9.5029,12.3834,0.5198
10098,2023,28,1,4.5968,4.7615,4.2882,5,9.5254,13.6596,0.5008
10098,2024,28,1,4.9932,4.6297,4.5311,5,9.3428,13.6162,0.5168
10098,2025,28,1,4.8369,5,4.7241,5,9.4058,14.7535,0.5457
10099,2020,5,2,3.4026,3.68,3.4138,4.3703,9.3731,10.396,0.4878
10099,2021,5,2,3.9077,3.9504,3.8533,4.0181,9.2754,8.4799,0.4986
10099,2022,5,2,4.2426,3.7943,3.6643,4.3997,9.3478,9.1659,0.5164
10099,2023,5,2,3.6238,4.2746,3.8261,4.1478,9.2825,10.9877,0.5136
10099,2024,5,2,3.6606,4.3184,3.9394,4.7377,9.3143,8.9046,0.5098
10099,2025,5,2,4.3549,4.4246,4.4649,5,9.4889,9.7397,0.5079
10100,2020,9,2,3.7569,4.0629,3.7662,4.1717,10.193,14.5828,0.4831
10100,2021,9,2,3.5778,4.1761,3.8994,4.6615,10.0343,15.4886,0.4816
10100,2022,9,2,4.2552,4.1513,4.2973,4.595,9.9449,14.2115,0.5182
10100,2023,9,2,4.4376,4.4946,3.9972,5,10.1398,15.5439,0.5119
10100,2024,9,2,4.8507,4.249,3.9212,5,10.1222,15.2814,0.5282
10100,2025,9,2,4.0487,4.8583,4.2362,5,10.1578,16.2141,0.4901
10101,2020,9,2,3.2161,3.8376,3.4415,3.9133,9.1396,10.481,0.4814
10101,2021,9,2,3.739,3.9553,3.846,4.2312,9.2967,12.1172,0.486
10101,2022,9,2,3.9957,4.2706,3.7454,4.9356,9.2211,13.1466,0.5316
10101,2023,9,2,4.0357,3.9351,3.7335,4.9195,9.1551,10.822,0.502
10101,2024,9,2,4.672,3.9104,3.935,4.6932,9.2857,10.9721,0.5023
10101,2025,9,2,4.2013,4.5082,4.1687,5,9.059,11.3359,0.5072
10102,2020,10,2,4.0169,4.1994,3.683,4.9164,9.6785,15.4213,0.5198
10102,2021,10,2,3.9731,3.8557,3.5797,4.6212,9.7222,14.0536,0.5086
10102,2022,10,2,3.9591,4.1064,4.3539,5,9.6175,15.0327,0.5163
10102,2023,10,2,4.3738,4.2649,3.8459,5,9.6544,14.6381,0.5052
10102,2024,10,2,4.9616,4.3627,4.3737,5,9.7415,15.7212,0.5246
10102,2025,10,2,4.6223,3.9406,4.5736,5,9.544,17.9448,0.4912
10103,2020,17,3,3.1517,2.941,3.1884,3.5871,8.0182,5.5276,0.3897
10103,2021,17,3,3.4001,3.2478,3.4336,3.5383,8.2069,5.2288,0.372
10103,2022,17,3,3.0729,3.127,3.4139,3.9186,7.946,6.4309,0.3892
10103,2023,17,3,3.2337,3.4314,2.9876,4.2721,8.0316,7.4509,0.3803
10103,2024,17,3,3.5757,3.6966,3.4125,4.7128,8.1125,5.8609,0.3885
10103,2025,17,3,3.9878,3.7025,4.0874,4.8022,8.0934,6.5379,0.4021
10104,2020,11,3,3.4972,4.0235,3.1222,4.3289,9.4664,9.6025,0.373
10104,2021,11,3,3.369,3.2849,2.998,4.4602,9.5357,9.8394,0.3495
10104,2022,11,3,3.7738,4.1048,3.8019,3.9529,9.7085,11.7699,0.3545
10104,2023,11,3,3.9318,4.0575,3.5412,4.617,9.5004,12.6108,0.3791
10104,2024,11,3,3.9562,3.7165,3.7853,4.2645,9.5357,10.4919,0.3312
10104,2025,11,3,4.4077,4.3169,4.0368,4.6837,9.425,11.679,0.3735
10105,2020,15,2,3.2437,3.4012,3.3598,3.9677,9.9906,8.2884,0.4679
10105,2021,15,2,4.136,3.9424,3.176,4.1643,9.895,9.7844,0.4732
10105,2022,15,2,3.881,4.1992,3.9307,4.5919,9.9741,9.4712,0.4614
10105,2023,15,2,4.095,4.0922,3.8957,4.698,10.1028,9.4339,0.4835
10105,2024,15,2,4.4909,4.1055,3.8362,4.9853,9.9253,9.1703,0.4551
10105,2025,15,2,4.5612,4.8387,4.4461,5,9.9202,11.8296,0.4747
10106,2020,28,2,3.9929,3.7646,3.7292,4.2572,9.0053,14.2748,0.5314
10106,2021,28,2,3.4964,3.9437,3.8593,4.3864,9.2911,15.5638,0.5336
10106,2022,28,2,4.0736,4.1658,3.9591,5,9.079,13.9684,0.5239
10106,2023,28,2,4.177,4.3545,3.84,4.731,9.2264,14.6433,0.5341
10106,2024,28,2,4.6351,4.384,3.8751,5,9.2426,14.7409,0.5263
10106,2025,28,2,4.3125,4.4039,4.7202,5,9.1383,15.7873,0.5152
10107,2020,15,3,2.9894,3.6446,3.2238,3.4733,8.588,8.8185,0.406
10107,2021,15,3,3.3024,3.0558,3.0671,3.9043,8.3492,8.1699,0.3813
10107,2022,15,3,3.5604,3.7779,3.4197,3.7504,8.3191,9.4388,0.4034
10107,2023,15,3,3.7003,3.5028,3.2678,4.6864,8.1915,10.0361,0.3864
10107,2024,15,3,3.5056,3.8966,3.6267,4.5965,8.2401,11.3611,0.3982
10107,2025,15,3,3.5486,4.0262,3.9252,5,8.3965,9.394,0.3932
